id,topic_1,topic_2,topic_3,label
0,0.0,0.0,0.9999708533287048,0
1,0.0,0.0,0.9999706745147705,1
2,0.4218444228172302,0.0,0.578144907951355,1
3,0.23202656209468842,0.7679499983787537,0.578144907951355,0
4,0.23202656209468842,0.9013122320175171,0.09867143630981445,1
5,0.23202656209468842,0.7544862627983093,0.24549145996570587,1
6,0.23202656209468842,0.7544862627983093,0.9999721646308899,0
7,0.9999611973762512,0.7544862627983093,0.9999721646308899,1
8,0.036288436502218246,0.7544862627983093,0.963703453540802,0
9,0.5708853006362915,0.7544862627983093,0.4291052222251892,0
10,0.013778024353086948,0.7544862627983093,0.9848164319992065,0
11,0.013778024353086948,0.7544862627983093,0.9999585151672363,0
12,0.013778024353086948,0.7544862627983093,0.9999721050262451,1
13,0.8389264345169067,0.7544862627983093,0.16106443107128143,0
14,0.8389264345169067,0.9192196726799011,0.08075825124979019,1
15,0.9156057834625244,0.9192196726799011,0.08437848836183548,1
16,0.9999491572380066,0.9192196726799011,0.08437848836183548,1
17,0.9999491572380066,0.998855710029602,0.08437848836183548,1
18,0.0795031189918518,0.9204716682434082,0.08437848836183548,1
19,0.15338142216205597,0.9204716682434082,0.8465864658355713,1
20,0.9999716877937317,0.9204716682434082,0.8465864658355713,0
21,0.9999780654907227,0.9204716682434082,0.8465864658355713,1
22,0.36957427859306335,0.9204716682434082,0.6304152607917786,1
23,0.9848393797874451,0.9204716682434082,0.014319702051579952,1
24,0.9848393797874451,0.9204716682434082,0.9999619126319885,1
25,0.9848393797874451,0.9204716682434082,0.999971866607666,0
26,0.9848393797874451,0.9204716682434082,0.9966803193092346,1
27,0.9848393797874451,0.9204716682434082,0.999977171421051,1
28,0.9999691843986511,0.9204716682434082,0.999977171421051,1
29,0.9999715685844421,0.9204716682434082,0.999977171421051,1
30,0.1432265341281891,0.7486293315887451,0.10814417153596878,0
31,0.9075065851211548,0.06235335394740105,0.030140019953250885,1
32,0.9075065851211548,0.06235335394740105,0.9999746084213257,0
33,0.9428533911705017,0.015229346230626106,0.041917264461517334,0
34,0.9428533911705017,0.9999518990516663,0.041917264461517334,1
35,0.9428533911705017,0.999951183795929,0.041917264461517334,1
36,0.9428533911705017,0.999951183795929,0.9999707937240601,1
37,0.05168360471725464,0.999951183795929,0.9483000636100769,1
38,0.892835259437561,0.999951183795929,0.10715257376432419,1
39,0.892835259437561,0.999951183795929,0.9999614953994751,1
40,0.892835259437561,0.999951183795929,0.999962568283081,1
41,0.892835259437561,0.999951183795929,0.9999634027481079,1
42,0.33858704566955566,0.999951183795929,0.6593449711799622,1
43,0.33858704566955566,0.9999528527259827,0.6593449711799622,1
44,0.7741640210151672,0.9999528527259827,0.22582638263702393,1
45,0.7741640210151672,0.9999528527259827,0.9999712109565735,1
46,0.9999725222587585,0.9999528527259827,0.9999712109565735,1
47,0.9999725222587585,0.9999528527259827,0.9999750256538391,0
48,0.9999657869338989,0.9999528527259827,0.9999750256538391,0
49,0.9999657869338989,0.9999528527259827,0.999969482421875,1
50,0.9999622702598572,0.9999528527259827,0.999969482421875,1
51,0.9999692440032959,0.9999528527259827,0.999969482421875,1
52,0.663818359375,0.33614832162857056,0.999969482421875,1
53,0.21061716973781586,0.5634816884994507,0.22590115666389465,1
54,0.21061716973781586,0.5634816884994507,0.9999672174453735,0
55,0.21061716973781586,0.5634816884994507,0.9999651312828064,1
56,0.2612188458442688,0.07845073193311691,0.6603304147720337,0
57,0.03416121006011963,0.07845073193311691,0.9658284187316895,0
58,0.03416121006011963,0.07845073193311691,0.9999675750732422,1
59,0.9999439120292664,0.07845073193311691,0.9999675750732422,1
60,0.9999439120292664,0.07845073193311691,0.9999679327011108,0
61,0.9999439120292664,0.07845073193311691,0.9999805092811584,1
62,0.9999439120292664,0.9952501058578491,0.9999805092811584,1
63,0.9999439120292664,0.9952501058578491,0.9998909831047058,1
64,0.9999439120292664,0.9952501058578491,0.9999645352363586,1
65,0.9999635815620422,0.9952501058578491,0.9999645352363586,1
66,0.9999676942825317,0.9952501058578491,0.9999645352363586,1
67,0.021372225135564804,0.9952501058578491,0.9735548496246338,1
68,0.021372225135564804,0.9952501058578491,0.9999774098396301,0
69,0.9999356865882874,0.9952501058578491,0.9999774098396301,1
70,0.9999759197235107,0.9952501058578491,0.9999774098396301,0
71,0.9999589920043945,0.9952501058578491,0.9999774098396301,1
72,0.999975860118866,0.9952501058578491,0.9999774098396301,1
73,0.0363285131752491,0.8081392049789429,0.15553225576877594,0
74,0.0363285131752491,0.9946155548095703,0.15553225576877594,1
75,0.26816922426223755,0.5777393579483032,0.15409140288829803,1
76,0.9999707937240601,0.5777393579483032,0.15409140288829803,1
77,0.28797784447669983,0.7120041847229004,0.15409140288829803,1
78,0.28797784447669983,0.9982578158378601,0.15409140288829803,1
79,0.28797784447669983,0.9982578158378601,0.9995366334915161,0
80,0.09684093296527863,0.9982578158378601,0.9031497240066528,1
81,0.2630268931388855,0.9982578158378601,0.7322404980659485,0
82,0.9927804470062256,0.9982578158378601,0.7322404980659485,1
83,0.999975860118866,0.9982578158378601,0.7322404980659485,1
84,0.999961256980896,0.9982578158378601,0.7322404980659485,1
85,0.999961256980896,0.9999502301216125,0.7322404980659485,1

